#	MJD	f0	f1	asini_i	pb_i	e_i	om_i	t0_i	asini_o	pb_o	e_o	om_o	t0_o	z_i	vz_i
55932	365.95327414754996	-6.5526221589599981e-15	1.2175467409490394058	1.6294355359997978405	0.00067522056220606135083	96.325525371522498011	55932.249111783093923	74.672652906340446	327.25748763697766	0.035369332536838348	95.626995519800076	55989.932441379191	34.763804324886364294	1.2593921476556652711
55933	365.95327414754996	-6.5526221589599981e-15	1.2175354243709137821	1.6294128309521941429	0.0006819843679320550577	97.877697223467880962	55932.25614370893712	74.672715497573336	327.25789884852048	0.035370928178867035	95.626814329010287	55989.932203918819	36.016414593406768846	1.2457429897993825047
55934	365.95327414754996	-6.5526221589599981e-15	1.2175284307779592458	1.6293988025371899463	0.00065861904351411622291	96.66391863975045913	55933.88006849818024	74.672753243705884	327.25814678012426	0.035371778161024756	95.626638489826163	55989.932012887322	37.255121573507558541	1.231586906362075763
55935	365.95327414754996	-6.5526221589599981e-15	1.2175370055893164832	1.6294160280074805734	0.00068417433689469448675	97.113412554797140776	55935.511520728131423	74.672714789442409	327.25789384387065	0.035372220137580082	95.627965970091168	55989.933098292458	38.479419888865440343	1.2169267910342642376
55936	365.95327414754996	-6.5526221589599981e-15	1.2175469565861597475	1.6294360199597533688	0.00066691299309494788965	97.886559049709993809	55935.515023300930888	74.672672876279776	327.2576181175952	0.035373315339989615	95.630018947705494	55989.934757950723	39.688808011077164377	1.2017667088899408572
55937	365.95327414754996	-6.5526221589599981e-15	1.2175421766620562403	1.6294264396956535736	0.00066994913304213544328	96.279150113064880009	55937.137181402719889	74.672704724988407	327.25782722296452	0.035375012044036327	95.630896740307605	55989.935410203347	40.88278877333746994	1.1861120710417003663
55938	365.95327414754996	-6.5526221589599981e-15	1.2175302246112587367	1.6294024580801249153	0.00068389207720911175364	97.821152924376757701	55938.773574592572171	74.672768824935758	327.25824836398499	0.035376307665645756	95.630620748121814	55989.935120417329	42.060869601616973464	1.1699679101402793159
55939	365.95327414754996	-6.5526221589599981e-15	1.2175310103518011631	1.6294040473584381807	0.00065826056576399417683	96.680272822963317439	55938.768420844405959	74.672767596812861	327.25824010768378	0.035376823422499273	95.631202741200553	55989.93558389775	43.222562629314664157	1.1533381212920006833
55940	365.95327414754996	-6.5526221589599981e-15	1.2175432473183957576	1.6294286273462606174	0.00068054780487610129001	96.70861973383810898	55940.397972239513617	74.672712111559918	327.25787518594626	0.035377360200466661	95.633221136260104	55989.937247363341	44.367384803178894645	1.1362271358922913015
55941	365.95327414754996	-6.5526221589599981e-15	1.2175466158277794829	1.6294354063745532724	0.0006675859057589734147	97.891398024570217738	55940.403326423134725	74.672703304277334	327.25781704121334	0.035378758537003327	95.635069842270497	55989.93873453491	45.494858287299656464	1.1186408951472415102
55942	365.95327414754996	-6.5526221589599981e-15	1.2175357470850441502	1.6294136019237835689	0.00066402073155766174831	96.185774529287286966	55942.025038309405556	74.672764008715987	327.2582158268944	0.035380417090512026	95.635475994978776	55989.939008001558	46.604510974290682537	1.1005860724147318789
55943	365.95327414754996	-6.5526221589599981e-15	1.217528133274633982	1.6293983285100591859	0.00068381452807635287455	97.764911696860480876	55943.661597266532684	74.672805253409805	327.25848675314586	0.035381303890099046	95.635490195031807	55989.938985993234	47.695876584149858084	1.0820684213614409399
55944	365.95327414754996	-6.5526221589599981e-15	1.2175364924337899395	1.6294151231764366824	0.00065880894190513227102	96.844902654591451099	55943.657443631702961	74.672766764829959	327.25823355753613	0.035381619097812851	95.636943687016426	55989.940190403016	48.768494748632257096	1.0630928970910008525
55945	365.95327414754996	-6.5526221589599981e-15	1.2175473302583879298	1.6294368966788434143	0.00067766398448196080754	96.340164996115529056	55945.284587304996151	74.672719248845667	327.2579209832333	0.035382402951540062	95.639314302758322	55989.942146174224	49.821911252155474337	1.0436657537971731314
55946	365.95327414754996	-6.5526221589599981e-15	1.217542592547398835	1.6294274016857805067	0.00066953965256194771369	97.815588869061581637	55945.291267514459989	74.67275031117525	327.25812491111327	0.035384005236228568	95.640709130513216	55989.943258616353	50.85567848711684584	1.023794700000255838
55947	365.95327414754996	-6.5526221589599981e-15	1.2175302235105732014	1.6294025835470547449	0.00065908932228051707084	96.003681363254089971	55946.912494028524495	74.672816770968481	327.25856155484917	0.035385405814258898	95.640879217278297	55989.94335485583	51.869355887972067819	1.0034873204539240056
55948	365.95327414754996	-6.5526221589599981e-15	1.2175301446321066566	1.6294024366893773214	0.00068173344349303757152	97.576291603070996902	55948.549024320024412	74.672819808542684	327.25858134292878	0.035385875220741249	95.641507532032321	55989.943866477646	52.862509911108788659	0.98275006997764060998
55949	365.95327414754996	-6.5526221589599981e-15	1.2175425591632026958	1.6294273746573183839	0.00065892195293209504159	97.079476020784007867	55948.546782863131899	74.672761942204886	327.25820074545493	0.035386188761084555	95.643705278500875	55989.945698617659	53.834714150074950284	0.96158929749115238614
55950	365.95327414754996	-6.5526221589599981e-15	1.2175474025002418058	1.6294371146822588546	0.00067442104003243958582	96.082973223875794672	55950.171704758319304	74.672744770021254	327.25808761309963	0.035387296374821943	95.646044618992747	55989.947627007758	54.785549727815685928	0.94001319680800325088
55951	365.95327414754996	-6.5526221589599981e-15	1.2175364770517029944	1.6294151952408831895	0.00067243740934376361203	97.766378895396499428	55951.80874635649235	74.672805519088271	327.2584867099427	0.035388909447465512	95.646950137280086	55989.948340847426	55.714605727011453452	0.918030925869573446
55952	365.95327414754996	-6.5526221589599981e-15	1.217527943191813876	1.6293980747240032633	0.00065648243574063730673	95.828415006090513273	55951.79998058227649	74.672851297654134	327.25878743919765	0.035389874314024065	95.647240138465833	55989.948558222641	56.621479489091573013	0.8956506794617772986
55953	365.95327414754996	-6.5526221589599981e-15	1.2175355244367418842	1.6294133068707564622	0.00067907037717670774095	97.194663632482464231	55953.435580183241179	74.672816052805814	327.25855557690682	0.035390029573015895	95.648647969121726	55989.949735768256	57.505776531552856998	0.87287977546199358667
55954	365.95327414754996	-6.5526221589599981e-15	1.2175466869501465799	1.6294357324747053518	0.00065858615244598290767	97.250943688164767295	55953.435837664377289	74.67276523428329	327.25822128928564	0.035390540346117681	95.651281236319093	55989.95193357551	58.367110749029860139	0.84972627242157835033
55955	365.95327414754996	-6.5526221589599981e-15	1.2175433683614979651	1.6294290854710751256	0.00066989268246872557227	95.877693808919068161	55955.059056561515021	74.672788542144346	327.25837426077055	0.035391930337774047	95.653284372895769	55989.95358260248	59.205104925919723794	0.82620016977901247432
55956	365.95327414754996	-6.5526221589599981e-15	1.2175307590910605485	1.6294037827332376741	0.00067477794759122889635	97.776145702929219972	55956.697065449581068	74.672856204326081	327.25881884411251	0.03539331829850325	95.653864466531772	55989.954038417127	60.019391056064789709	0.80231162026858210661
55957	365.95327414754996	-6.5526221589599981e-15	1.2175298154772709185	1.6294018993837429243	0.00065589339890714087646	95.798926262947354617	55956.68812611489912	74.672862997270684	327.25886332448562	0.035393777110514668	95.654619691800946	55989.954663324803	60.809610488299295605	0.77806928583781849972
55958	365.95327414754996	-6.5526221589599981e-15	1.2175420384063205614	1.6294264512120368582	0.00067722770866673665991	96.702314552660137752	55958.321635565360914	74.672804908307697	327.25848128558761	0.035393810551035715	95.656775384996124	55989.95647490806	61.575413866167632335	0.75348164726261582892
55959	365.95327414754996	-6.5526221589599981e-15	1.2175471600902458376	1.6294367485677073855	0.00065891711200141875347	97.302101979756140053	55958.324350614519116	74.672784684571369	327.25834811699519	0.035394642407488908	95.65946866616747	55989.958723198666	62.31646143817171149	0.7285586402624884351
55960	365.95327414754996	-6.5526221589599981e-15	1.2175369485674914391	1.6294162603218470426	0.00066467108814293981542	95.616660393207765431	55959.946156129301635	74.672841510455854	327.25872145807648	0.035396147417061631	95.660997184572139	55989.959980551554	63.032423614200814303	0.70331167757684922659
55961	365.95327414754996	-6.5526221589599981e-15	1.2175278408191364218	1.6293979847847192317	0.00067530588985682037783	97.751284371505748762	55961.585230465991092	74.672890193662909	327.25904132536192	0.035397103546252154	95.661537782587075	55989.960418425748	63.722981109400849243	0.67775145104543429802
55962	365.95327414754996	-6.5526221589599981e-15	1.2175349943707746844	1.6294123572954317935	0.00065578209545136820402	95.951687258933276069	55961.57709536706782	74.6728559760042	327.25881623042227	0.035397128314385781	95.662978236793705	55989.961630793405	64.387824967559442832	0.65188715816109671694
55963	365.95327414754996	-6.5526221589599981e-15	1.2175468738333807145	1.6294362197811582209	0.00067614105065786595955	96.246422270622525655	55963.207855341782214	74.672800067877603	327.25844852471278	0.035397264999915849	95.665676200947786	55989.963900465336	65.026656608087860897	0.62572875943826240851
55964	365.95327414754996	-6.5526221589599981e-15	1.2175437423305172081	1.6294299451578164881	0.00066077354250687007045	97.2974515500434445	55963.212614417804073	74.672820984968453	327.25858583074302	0.035398411130358916	95.668107412803153	55989.965930509963	65.639188220074649066	0.59928797724573410464
55965	365.95327414754996	-6.5526221589599981e-15	1.2175308945839114581	1.6294041608793538053	0.00066046764396226473484	95.287326166601213233	55964.832946827711424	74.672889631616741	327.25903692869667	0.035399777110786866	95.6692142823876	55989.96684316043	66.225143260015716801	0.57257707412156568248
55966	365.95327414754996	-6.5526221589599981e-15	1.2175290349011246327	1.6294004352470609951	0.00067427839470513429772	97.555342441436945972	55966.472624268746102	74.672900827229597	327.25911039863058	0.035400192360138326	95.670022142664166	55989.967518541162	66.784256402794696765	0.54560697227308304589
55967	365.95327414754996	-6.5526221589599981e-15	1.217541294946587725	1.6294250596324304598	0.00065498308963825975748	96.18502424145021288	55966.466428778440605	74.672840955338685	327.25871666994607	0.035399981980992583	95.672182826616705	55989.969343201738	67.316273513987624773	0.51838765086180951222
55968	365.95327414754996	-6.5526221589599981e-15	1.2175478863468742281	1.6294383040447469503	0.0006744969023757243094	95.890229241343770877	55968.094525494815596	74.67281182328145	327.25852499883467	0.035400402666987407	95.675113190898387	55989.971809301176	67.820951856289168343	0.49093072498404418319
55969	365.95327414754996	-6.5526221589599981e-15	1.2175377734784335968	1.6294180094597455052	0.00066364621050748022429	97.336830244933447855	55969.730498251652588	74.672867028555586	327.25888775550396	0.035401714719760162	95.677096624757553	55989.9734670697	68.298060493903350016	0.46324931770743360578
55970	365.95327414754996	-6.5526221589599981e-15	1.2175277547180543577	1.6293979018618285403	0.00065839534645894774484	95.010023643582500394	55969.719972671630185	74.67291999736851	327.25923584210659	0.03540268087127077	95.677987111726225	55989.974207980958	68.747380636367198675	0.43535596475496942079
55971	365.95327414754996	-6.5526221589599981e-15	1.2175339529248740897	1.6294103528372085207	0.00067323388880675451655	97.146173845545891801	55971.359055194438696	74.672889973059711	327.25903836676548	0.035402584756356568	95.679300522607434	55989.975317822631	69.168705439580869782	0.40726175042794459055
55972	365.95327414754996	-6.5526221589599981e-15	1.2175461200828173549	1.6294347895735998721	0.00065379087238937811955	96.362163403157901749	55971.355508822566389	74.672830672087258	327.25864841004369	0.035402398503366281	95.682037511788351	55989.977630481233	69.561840009822365115	0.37897774351532062499
55973	365.95327414754996	-6.5526221589599981e-15	1.2175445907777834077	1.6294317270887902474	0.00067140460291557823394	95.564069739391272265	55972.98133124075062	74.67284218667416	327.25872397925474	0.035403166924434272	95.684876111463723	55989.980020559349	69.926601765369990268	0.35051711345867514119
55974	365.95327414754996	-6.5526221589599981e-15	1.2175316599300136197	1.6294057711704768407	0.00066601926077068989372	97.42829477629350865	55974.619188002120762	74.672910471707382	327.2591727749836	0.03540439685176127	95.686389349276496	55989.98128834823	70.262820750880056318	0.32189376950081631404
55975	365.95327414754996	-6.5526221589599981e-15	1.2175287862386307098	1.6294000064927279499	0.00065785176660888539407	94.921453671346869903	55974.607851443650109	74.672926221546518	327.25927623318086	0.035404788810705592	95.687341088654506	55989.982089584708	70.570339773858148665	0.29312009807614603996
55976	365.95327414754996	-6.5526221589599981e-15	1.2175405847620174011	1.6294237000955309997	0.00067339837495869722105	96.62713671788880148	55976.244989558783395	74.672867598956032	327.25889078173884	0.035404346746983555	95.689273400589599	55989.983725879938	70.849014147291761945	0.2642075086018803724
55977	365.95327414754996	-6.5526221589599981e-15	1.2175475018587804638	1.6294375936589283685	0.00065348290502792182758	96.439575798274029615	55976.244140264891776	74.672834708309978	327.25867447730536	0.035404409102412639	95.692320445522867	55989.986300810466	71.098711784689729479	0.23516836845751826215
55978	365.95327414754996	-6.5526221589599981e-15	1.2175383965004396672	1.6294193168491000118	0.00066758973002430272862	95.171073540015004334	55977.867834742088469	74.672883770146953	327.25899692740791	0.035405433894160031	95.694810855887937	55989.988399728136	71.319313651717864244	0.20601698177359170262
55979	365.95327414754996	-6.5526221589599981e-15	1.2175279333973973098	1.6293983125178530427	0.00066686245675684733188	97.45804510772998263	55979.507600428581043	74.672938444770523	327.25935629961521	0.035406314358266376	95.695972429304604	55989.989377033598	71.510713899166763206	0.17676735999128606147
55980	365.95327414754996	-6.5526221589599981e-15	1.217533481683589586	1.6294094549961607863	0.00065722466783693838213	95.034907270347740292	55979.496642862397163	74.672910779278595	327.2591743873902	0.035406112701260845	95.697247240127211	55989.990456354142	71.672819800781181115	0.14743157789392360197
55981	365.95327414754996	-6.5526221589599981e-15	1.2175461075411524196	1.6294348076564756253	0.00067438857661460360796	96.147117774736581802	55981.131100129712973	74.672847717137302	327.2587597838953	0.035405576743879598	95.699768282806758	55989.992591094757	71.805551545828158272	0.11802164876111755548
55982	365.95327414754996	-6.5526221589599981e-15	1.2175448657447930203	1.6294323167965959433	0.00065484348581737103199	96.49213908942595664	55982.762095396766483	74.672855696024769	327.25881219844916	0.035405991098100359	95.70281540112974	55989.995166792854	71.908842433650764087	0.088551202165870937212
55983	365.95327414754996	-6.5526221589599981e-15	1.2175319622818961535	1.6294064109541299881	0.00066472930632395400022	94.725603069958237284	55982.754100993744977	74.672923032216517	327.25925483332071	0.035407044182035066	95.704822544467589	55989.996861058527	71.982639307691848797	0.059035012735000069465
55984	365.95327414754996	-6.5526221589599981e-15	1.2175282146062767823	1.629398887212554143	0.00066671397170260831185	97.291452654384731884	55984.395126774853804	74.672942730300406	327.25938431397788	0.035407377909788151	95.705841192737822	55989.997722110696	72.026902461080772273	0.029486632774432111769
55985	365.95327414754996	-6.5526221589599981e-15	1.2175398518741389858	1.6294222526577148832	0.00065557559376639558476	95.230730053437078197	55984.385806010457024	74.672883587204097	327.25899550968205	0.035406730915818314	95.707614879922417	55989.999224765721	72.041605442626418833	-8.2076319992874939596e-05
55986	365.95327414754996	-6.5526221589599981e-15	1.2175481184350962624	1.6294388499325270416	0.00067470677874348522475	95.753338532641985123	55986.01760044375645	74.672842232519272	327.25872365316883	0.035406356036450162	95.710564893249568	55990.001721820729	72.026734984640935419	-0.029658280540715908446
55987	365.95327414754996	-6.5526221589599981e-15	1.2175392522065882831	1.6294210476205386401	0.00065723361698148918326	96.610192659675682453	55987.650906697512429	74.672888225657402	327.25902601835776	0.035407063160945933	95.713332474905428	55990.00406266041	71.982291247304791712	-0.059227440102625139987
55988	365.95327414754996	-6.5526221589599981e-15	1.2175279991686834976	1.6293984528116021074	0.00066366659584011972272	94.36536875646370956	55987.640752459008947	74.672946258438657	327.25940753640202	0.035407854207106154	95.714860706598927	55990.005355220543	71.908288121297863411	-0.088775046845702512328
55989	365.95327414754996	-6.5526221589599981e-15	1.2175324892634514753	1.6294074664051466672	0.00066718248575665072395	96.907209571492111018	55989.281669920174771	74.672923371956358	327.25925710747919	0.035407580565979389	95.715976579200202	55990.006300040055	71.804752926275507048	-0.11828830237617570207
55990	365.95327414754996	-6.5526221589599981e-15	1.2175452816947017405	1.6294331482883338268	0.00065351104933478603527	95.375841363474134077	55989.274740253865726	74.672857728851113	327.25882561894525	0.035406752533869344	95.718298890335589	55990.008265734134	71.671726182221109601	-0.14775530355675386297
55991	365.95327414754996	-6.5526221589599981e-15	1.2175457300160793593	1.6294340449855293505	0.00067350391169351313929	95.365560102946260665	55990.904127853369477	74.672855489564725	327.25881095182808	0.035406705214995886	95.721425562218613	55990.010911819714	71.509261703014740698	-0.1771624060820631429
55992	365.95327414754996	-6.5526221589599981e-15	1.2175329222085293404	1.6294083263241706019	0.00065919549189545911202	96.778785457136933409	55992.539946312222838	74.672920832512133	327.25924055978311	0.035407503485477332	95.723718976767543	55990.012853372253	71.317426799507829697	-0.20649478321743034864
55993	365.95327414754996	-6.5526221589599981e-15	1.2175281048298871232	1.6293986507331412465	0.00066352313272125059542	94.217994391312308466	55992.528365621745341	74.67294538101801	327.259401990995	0.03540778409370629	95.724898658082566	55990.013852295233	71.096302371393756241	-0.23573880343500943787
55994	365.95327414754996	-6.5526221589599981e-15	1.2175390328378948765	1.6294205876252389149	0.00066927284505676902606	96.425930556435790197	55994.167774523064558	74.672889035677528	327.25903164924563	0.035407000519344901	95.72632809421205	55990.01506083367	70.845982480007317815	-0.26488241662497660279
55995	365.95327414754996	-6.5526221589599981e-15	1.2175475828705854358	1.629437748470433074	0.00065244354479313694645	95.444665371508082018	55995.792769670420721	74.672844190789434	327.25873693625988	0.035406274809307622	95.729113179558254	55990.017415995164	70.566574173269578533	-0.29391343154190482898
55996	365.95327414754996	-6.5526221589599981e-15	1.217539984047351451	1.6294224855403971522	0.0006715887686906111918	94.897939966380385569	55995.790294365574432	74.672882219980238	327.25898703023267	0.035406568646241705	95.732123144715459	55990.01996356489	70.258197709209221013	-0.32281771179941727532
55997	365.95327414754996	-6.5526221589599981e-15	1.2175284796259289849	1.6293993821625021947	0.00065997486053592876247	96.869630550193262034	55997.428635377275079	74.672940397289423	327.25936955868013	0.03540718637057727	95.733864340935426	55990.021438804331	69.920986620321982426	-0.35158088710537808565
55998	365.95327414754996	-6.5526221589599981e-15	1.2175321428490946973	1.6294067314778524953	0.00066267425487904798533	94.273637305630515505	55997.416895332071366	74.67292108309627	327.25924267778589	0.035406842062788352	95.734914715885765	55990.022326402817	69.555087577703440201	-0.38019054080940785638
55999	365.95327414754996	-6.5526221589599981e-15	1.2175450870358694078	1.629432713321772556	0.0006722898070112457978	95.991022130133014531	55999.054088732551225	74.672853617996878	327.25879928556861	0.0354057729392699	95.736802204208587	55990.023918658939	69.160659951517394872	-0.40863515298250271737
56000	365.95327414754996	-6.5526221589599981e-15	1.217545842211505887	1.6294342210129173207	0.0006530716963087060652	95.522406540062503054	56000.681402307702683	74.672847615553337	327.25875996028185	0.03540534906738059	95.739845388509892	55990.026490457625	68.737875734718410961	-0.43690216947837714497
56001	365.95327414754996	-6.5526221589599981e-15	1.2175333695469089984	1.629409170940549242	0.00067052900902021877088	94.387624010204914445	56000.676267966440339	74.672909952426579	327.2591698738176	0.035405835831131348	95.742463974681698	55990.028707408856	68.286919807695518593	-0.46497754500530961974
56002	365.95327414754996	-6.5526221589599981e-15	1.2175278192414312973	1.6293980207838772067	0.00066038258122798141078	96.756371988442373383	56002.316402646409141	74.672937412870183	327.25935049499532	0.035406025810097386	95.743701758929234	55990.029755286821	67.807989799279855279	-0.49284802873034894372
56003	365.95327414754996	-6.5526221589599981e-15	1.21753837816208565	1.6294192123590654168	0.00066044312089419675884	94.401159474033367963	56002.305748656298285	74.672882128619435	327.25898719558216	0.0354051176865504	95.744876379593165	55990.030742814808	67.301295771812333378	-0.52050244881307279664
56004	365.95327414754996	-6.5526221589599981e-15	1.21754804980118479	1.62943862058824716	0.00067459711922260209343	95.629012262652524974	56003.940732535003711	74.67283029671971	327.25864662216202	0.035404039723039418	95.747255339231273	55990.032746203731	66.767059873891729062	-0.54792955268230512543
56005	365.95327414754996	-6.5526221589599981e-15	1.2175407684137178756	1.6294239911538533239	0.00065465974526399932972	95.689268970699791789	56005.570435536772308	74.672864560921624	327.25887202616752	0.035403966058309255	95.750272763981386	55990.03529548394	66.205516349943863669	-0.57511661646964110035
56006	365.95327414754996	-6.5526221589599981e-15	1.2175286929789696297	1.6293997380450200186	0.00067086499361632330837	93.981531531995992697	56005.562712605602638	74.672924652533297	327.2592671897055	0.035404389192042154	95.7523058082175	55990.037016656133	65.616911736985009902	-0.60205038401950671174
56007	365.95327414754996	-6.5526221589599981e-15	1.2175313044077197183	1.6294049730509781819	0.00066204392638711683186	96.440354096699261552	56007.203253710403288	74.672910095659489	327.25917162266694	0.03540401056069091	95.753205405963129	55990.037773558055	65.001504516760724606	-0.62871913936548868803
56008	365.95327414754996	-6.5526221589599981e-15	1.2175442417838156909	1.6294309370334757626	0.00065772953044723526636	94.478718710176395425	56007.194375957778028	74.672841541995837	327.25872113995621	0.035402749950383561	95.754725666691442	55990.039045976853	64.359564713861050232	-0.65511275308829111641
56009	365.95327414754996	-6.5526221589599981e-15	1.217546649856280612	1.6294357595705212048	0.00067541109566855633228	95.248582579193588199	56008.827293180969409	74.672825659675894	327.25861692531043	0.035401898425041184	95.757493955801564	55990.041374794506	63.691373701456003988	-0.68122010614966407979
56010	365.95327414754996	-6.5526221589599981e-15	1.2175344210385203355	1.6294111968349076013	0.00065586420883336955242	95.910501710572650155	56010.459713986637702	74.672884849328128	327.25900618491579	0.035402064951539393	95.760181845640048	55990.043645323029	62.997224234685913615	-0.70702875666168347812
56011	365.95327414754996	-6.5526221589599981e-15	1.2175278586313864462	1.6293980120956365225	0.00067147665529760339953	93.792343370657683593	56010.450136899073684	74.672916818812581	327.25921648689189	0.035402155115813773	95.761568911415083	55990.044817022877	62.277420490010534568	-0.73252685782362321547
56012	365.95327414754996	-6.5526221589599981e-15	1.2175375404705142314	1.6294174404285366997	0.00066570341238694129837	96.054261333518430183	56012.08978808251425	74.672865519324503	327.25887941812721	0.035401216153015905	95.762378555669471	55990.045489198143	61.53227756435805568	-0.75770432866967751741
56013	365.95327414754996	-6.5526221589599981e-15	1.2175473758457196734	1.6294371739806635098	0.00065603404209305911177	94.502530730750956105	56013.712199666666539	74.672811377448014	327.25852371302182	0.035399884386481908	95.764365488215049	55990.04714832241	60.762121085105298742	-0.7825517947734364934
56014	365.95327414754996	-6.5526221589599981e-15	1.2175415304307163605	1.6294254250735438004	0.00067559172959385982661	94.774496433589885729	56013.713430666226866	74.672836771084661	327.25869084356549	0.035399373986289222	95.767287546868829	55990.049605192879	59.967287168853348724	-0.80705837295864785202
56015	365.95327414754996	-6.5526221589599981e-15	1.2175294119927107568	1.6294010847705604695	0.00065623666877106319175	96.050505015361002159	56015.348625535005045	74.672895551052008	327.25907739804802	0.035399562521835293	95.76939354104924	55990.051383035541	59.148122395707087674	-0.83121250090142809061
56016	365.95327414754996	-6.5526221589599981e-15	1.217531109353869835	1.6294044824332405093	0.00067078350330658654786	93.788408048431838357	56015.338396776723325	74.672885292194692	327.25901011827312	0.035399136141710329	95.770235689199964	55990.052086609765	58.304983651710048344	-0.85500412902869056731
56017	365.95327414754996	-6.5526221589599981e-15	1.2175439064762796621	1.6294301629776499872	0.0006703774623560471083	95.727982687837099997	56016.976592932804035	74.672816970763563	327.25856119101013	0.035397786896655049	95.771228359716972	55990.052901949166	57.438237570644726758	-0.87842464625051920395
56018	365.95327414754996	-6.5526221589599981e-15	1.2175465521813759781	1.6294354607070888522	0.00065594293045404515067	94.567932444895604106	56018.600777042357237	74.672798113910986	327.25843745264211	0.035396634870731546	95.773650795057065	55990.054922967611	56.548260226484101006	-0.90146521718713718723
56019	365.95327414754996	-6.5526221589599981e-15	1.2175349438066229052	1.6294121424581902189	0.00067654270811067835031	94.262020102339852005	56018.599394905942756	74.672852659723148	327.25879620312412	0.03539642563527029	95.776398786035926	55990.057232645195	55.635437190678108506	-0.92411553297938196175
56020	365.95327414754996	-6.5526221589599981e-15	1.2175278573749070901	1.6293979056768201508	0.00065683457475817824671	95.997912483324353485	56020.236666781688193	74.672886207762915	327.25901688127237	0.035396392450521924	95.777790488604438	55990.058403390132	54.700163378320583427	-0.94636548549873553886
56021	365.95327414754996	-6.5526221589599981e-15	1.2175370075928836204	1.6294162648859380242	0.00066838684109552389373	93.833744921689891616	56020.226877283887834	74.672837375599954	327.2586960595724	0.035395414009551526	95.778334727036352	55990.058842902225	53.742842713877313678	-0.96820691759690445107
56022	365.95327414754996	-6.5526221589599981e-15	1.2175476761896783503	1.6294376702975563071	0.00067435722100918202062	95.462799921781752409	56021.863674131662577	74.672778374098684	327.25830842468162	0.035393893551848757	95.779729852265675	55990.059985931795	52.763887616514031455	-0.98963239167384080242
56023	365.95327414754996	-6.5526221589599981e-15	1.2175421382401137644	1.6294265386340749667	0.0006566409527982379228	94.744988958121789002	56023.489857025383401	74.672800308016619	327.25845281309637	0.035393061655963079	95.782390912342905	55990.06220560307	51.763718797726856063	-1.0106335751126748055
